id,cpf,nome_completo,emprego_atual,data_nascimento,situacao_civil,cliente_especial,rua,bairro,cidade,estado,CEP,idade
3691,416.975.320-80,José Pedro das Neves,Guia turistico,1970-02-14,Solteiro(a),0,Aeroporto de Novaes,Vila Bandeirantes,da Cruz,RJ,18872-263,54
3692,283.765.410-80,Ana Beatriz Barbosa,Jogador de boliche,1975-04-13,Divorsiado(a),0,Chácara Borges,Novo Ouro Preto,Viana da Mata,MG,97939-719,49
3693,410.526.378-17,Anthony Nunes,Dermatologista,1985-06-05,Casado(a),0,Praia Vinícius Santos,Braúnas,Oliveira de Porto,DF,13485-066,38
3694,412.865.970-30,João Vargas,Massoterapeuta,1960-12-16,Divorsiado(a),0,Trecho Cavalcanti,Nova Cintra,da Paz da Prata,DF,73985516,63
3695,102.749.853-14,Clarice Vieira,Pedagogo,2002-11-21,Casado(a),0,Núcleo de Fogaça,Alto Das Antenas,Moreira Grande,DF,13192-670,21
3696,875.360.912-30,Emanuelly Martins,Técnico em aviação,2002-11-14,Casado(a),1,Esplanada Pinto,Barão Homem De Melo 1ª Seção,Rocha,GO,83924-144,21
3697,358.602.179-86,Augusto da Costa,Educador integrado à saúde pública,1971-07-26,Solteiro(a),0,Fazenda Bernardo Peixoto,Vila Cloris,Jesus,GO,60453-266,52
3698,461.358.207-53,Theo Vasconcelos,Bioquímico,1975-12-02,Divorsiado(a),0,Área Maria Clara Rezende,Nova Gameleira,Camargo,PR,45958688,48
3699,013.276.459-80,Srta. Luna Marques,Agente comunitário de saúde,1986-10-19,Solteiro(a),1,Campo Rodrigues,Jaraguá,Correia das Flores,PA,08239-190,37
3700,091.347.625-07,Dr. Lucas Gabriel Novaes,Espeleologista,1983-07-20,Solteiro(a),0,Passarela Casa Grande,Belmonte,Pastor de Correia,RO,75316-412,40
3701,250.193.846-15,Bento Farias,Catador de carangueijos,2002-02-07,Solteiro(a),0,Sítio Bárbara Barros,Parque São José,Jesus,AP,69658364,22
3702,102.386.475-44,Dr. Isaac Pinto,Operador de vídeo,1966-02-08,Divorsiado(a),0,Passarela Fonseca,Horto,Almeida de Moreira,MS,34353-050,58
3703,983.520.674-00,Maria Vitória Sales,Encarregado de manutenção predial,1976-10-06,Solteiro(a),0,Lagoa Campos,Tiradentes,Melo da Prata,AM,53736808,47
3704,596.014.827-76,Maria Vitória Pereira,Seguidor de compras,1977-12-19,Casado(a),0,Rodovia Camargo,Vila Santa Monica 1ª Seção,Mendonça dos Dourados,MA,66877639,46
3705,348.570.219-60,Benjamin das Neves,Webmaster,1996-05-29,Divorsiado(a),0,Área Melo,Vila Bandeirantes,Cardoso,MG,26252853,28
3706,873.502.416-07,Arthur Gabriel Pastor,Zootecnista,1976-09-01,Casado(a),0,Jardim de Lima,Vale Do Jatoba,Cavalcanti das Flores,PR,62507-478,47
3707,580.439.217-41,Liz da Cunha,Presidente da República,1963-02-03,Solteiro(a),0,Chácara Ryan Peixoto,Beija Flor,Azevedo do Norte,MT,07765-928,61
3708,840.695.123-06,Luna Câmara,Gandula,1963-11-28,Divorsiado(a),0,Parque Lucca Sousa,Conjunto Lagoa,Melo,PB,17831167,60
3709,609.381.247-22,José das Neves,Líder comunitário,1995-06-15,Solteiro(a),0,Estação Cecília Fonseca,Aparecida 7ª Seção,da Rocha,RN,59114300,28
3710,568.437.192-28,Olivia Castro,Atleta de canoagem,1990-08-17,Solteiro(a),0,Esplanada de Moreira,São Pedro,Fernandes do Amparo,RR,65674079,33
3711,537.128.960-77,Vinicius das Neves,Jóquei,1971-04-20,Solteiro(a),0,Travessa Ísis da Cruz,Pilar,Carvalho de Rocha,SC,28894674,53
3712,461.057.392-06,Rafaela Fonseca,Pediatra,1974-05-05,Casado(a),0,Via Farias,Alta Tensão 2ª Seção,Abreu,PB,47633-551,50
3713,460.185.739-20,Gabriela Cirino,Optometrista,1963-02-20,Solteiro(a),0,Setor Albuquerque,Heliopolis,Câmara da Serra,AC,23612767,61
3714,298.657.103-40,Dra. Amanda Cardoso,Militar da Marinha,1965-10-23,Casado(a),0,Chácara Miguel Correia,Olhos D'água,Correia,MA,00393886,58
3715,561.923.780-02,José Sampaio,Arquiteto,1997-01-04,Solteiro(a),0,Estrada de Gonçalves,Boa União 2ª Seção,Dias,RJ,57193179,27
3716,521.746.830-08,Fernanda Nogueira,Consultor,1958-12-23,Casado(a),0,Setor Ana Luiza Freitas,Confisco,Albuquerque,PI,09355-323,65
3717,514.720.638-80,Ana da Rosa,Assistente social,1971-11-25,Solteiro(a),0,Rua Duarte,Buritis,Monteiro,MA,58732-240,52
3718,257.981.304-79,Sra. Nina Guerra,Encanador,1968-12-23,Casado(a),0,Viaduto Ryan Carvalho,Acaiaca,Santos,RO,01321-936,55
3719,879.036.152-03,Bruno Teixeira,Coronel,1995-10-05,Solteiro(a),0,Travessa Francisco da Conceição,Coqueiros,da Rocha,PR,18001049,28
3720,652.038.479-83,Nathan Mendes,Epidemiólogo,1973-10-26,Casado(a),0,Condomínio de Marques,Novo Glória,da Paz,RJ,61827-857,50
3721,574.126.038-17,Davi Câmara,Ortopedista,1974-03-20,Divorsiado(a),0,Quadra de Souza,Novo Aarão Reis,Costela,PR,95203858,50
3722,917.365.240-70,João Felipe Farias,Escritor,1997-06-07,Divorsiado(a),0,Pátio Henry Siqueira,Venda Nova,Rios,PR,07361-352,26
3723,273.146.089-03,Maya da Cunha,Vistoriador de sinistros,1998-07-23,Solteiro(a),0,Morro Alves,Vila Independencia 2ª Seção,Moreira Alegre,GO,69532-648,25
3724,503.291.687-03,Dra. Natália Vieira,Dentista,1975-01-27,Casado(a),0,Campo Luiz Henrique da Rosa,Tiradentes,Correia de Minas,RO,71060-006,49
3725,302.498.756-83,Sara Borges,Juiz de direito,1992-06-22,Solteiro(a),0,Distrito Maria Júlia Montenegro,Oeste,Macedo Grande,RO,13511-178,31
3726,845.179.602-85,Gustavo Pacheco,Revendedor,1999-10-13,Solteiro(a),0,Rodovia Sousa,Ernesto Nascimento,Moura do Oeste,CE,21419-824,24
3727,721.086.354-08,Ana Carolina Mendonça,Perfumista,1963-06-14,Casado(a),0,Conjunto Diogo Correia,São Damião,Dias Alegre,SE,95752-847,60
3728,812.567.493-46,Ágatha Garcia,Chargista,1981-04-03,Casado(a),0,Conjunto de Novais,Serra,Moreira,MG,41405-833,43
3729,534.209.761-43,Carlos Eduardo Costa,Arrumadeira,1993-02-25,Casado(a),0,Quadra Rodrigues,Pirineus,Castro,BA,77872059,31
3730,184.302.967-78,Clara Correia,Terapeuta ocupacional,1961-07-24,Casado(a),0,Vale de Ribeiro,Vila São João Batista,Lima,RN,00550-387,62
3731,981.532.407-14,Srta. Ana Castro,Técnico de gesso,1965-07-29,Solteiro(a),0,Ladeira de Costela,Pompéia,Borges,PB,91376-717,58
3732,302.418.596-89,Emilly Porto,Retificador,1997-02-25,Divorsiado(a),0,Vereda de Vieira,Canaa,Castro de da Mata,ES,22228134,27
3733,182.346.957-46,Rhavi Ribeiro,Nutricionista,1978-12-02,Solteiro(a),0,Viaduto Fogaça,João Pinheiro,Aparecida,MA,31389-148,45
3734,387.429.506-00,Sra. Ana Carolina da Conceição,Caminhoneiro,2005-09-22,Casado(a),0,Travessa Gonçalves,Horto Florestal,Aparecida,RJ,19629-096,18
3735,628.137.504-17,Isabelly Rezende,Jogador de boliche,1959-07-28,Casado(a),0,Colônia João Pedro Rezende,Jardim Dos Comerciarios,Brito,ES,91145-209,64
3736,190.836.245-60,Maria Sophia Moraes,Tecnólogo em produção moveleira,1983-08-25,Solteiro(a),1,Recanto Marques,Vila Inestan,Leão do Campo,RN,46857-803,40
3737,794.056.832-92,Erick Fernandes,Tecnólogo em produção Sucroalcooleira,1978-10-11,Casado(a),0,Distrito Gustavo Borges,Vila São Francisco,Pinto,AP,20235146,45
3738,185.637.290-12,Vinicius Guerra,Artista plástico,2000-08-28,Divorsiado(a),0,Residencial Oliveira,Santa Lúcia,da Luz,PB,83951002,23
3739,378.420.615-80,Sabrina da Mota,Assistente de direção,1989-08-26,Solteiro(a),0,Residencial Borges,Engenho Nogueira,Silva de Cirino,PE,11171737,34
3740,042.618.539-06,Dr. Gustavo Henrique Dias,Pescador,1977-10-20,Casado(a),1,Distrito Jade Pimenta,Jardim Leblon,Vargas,SP,40848-940,46
3741,531.962.487-55,João Felipe Cassiano,Açougueiro,1981-09-21,Casado(a),0,Núcleo Gabrielly Rios,Camponesa 1ª Seção,da Cunha,RJ,15866500,42
3742,218.639.547-91,Benjamin Costa,Gravurista,1984-12-30,Divorsiado(a),0,Estrada Larissa da Mata,Vila Pinho,Rocha,MG,29501784,39
3743,148.032.967-31,Alana Carvalho,Profissional de linguística,1961-04-19,Solteiro(a),0,Setor de das Neves,São Lucas,Siqueira,RN,22253091,63
3744,216.937.508-21,João Lucas Cavalcanti,Auxiliar de reprografia,1979-05-30,Divorsiado(a),0,Passarela de Rezende,Conjunto Bonsucesso,Alves de Cavalcante,SP,82767938,45
3745,802.641.537-07,Maria Liz Moura,Faturista,1997-06-06,Solteiro(a),0,Campo Peixoto,Vale Do Jatoba,Casa Grande,RS,89187588,26
3746,374.526.901-25,Enzo Silva,Comerciante,2002-11-22,Casado(a),1,Parque Nicolas Andrade,Rio Branco,da Paz de Ribeiro,AM,91825-039,21
3747,120.346.587-44,Daniel Costela,Fundidor de placa de gesso,1963-08-25,Solteiro(a),0,Núcleo Correia,Vila Jardim São José,Moraes do Norte,PR,12933898,60
3748,938.647.051-93,Ana Cecília da Paz,Leiloeiro,1978-04-26,Casado(a),0,Fazenda Liz Aragão,Nossa Senhora Da Conceição,Gomes,CE,80072707,46
3749,127.539.064-16,Sr. José Pedro Martins,Embalador,1964-07-04,Solteiro(a),0,Morro Benjamin Rodrigues,Vila Sesc,Macedo de Cavalcante,BA,87333-184,59
3750,789.120.563-95,Ana Carolina Brito,Jardineiro,1984-06-13,Solteiro(a),0,Praça de Pimenta,São Jorge 2ª Seção,Costa da Prata,AC,04085-782,39
3751,360.821.945-51,Luiz Miguel Pacheco,Personal stylist,1959-11-30,Casado(a),0,Conjunto Mariah Farias,São Marcos,Fernandes,SC,43648-287,64
3752,712.680.934-40,Dr. Antony Sousa,Tecnólogo em silvicultura,1981-01-26,Casado(a),0,Chácara de Cunha,Penha,da Rosa,MS,41549-638,43
3753,965.743.018-66,Juan Farias,Instalador de linha telefônica,1994-10-10,Solteiro(a),0,Vereda Viana,Boa União 2ª Seção,Novais,SC,02684-412,29
3754,185.729.034-88,Dra. Ísis Souza,Segurança particular,1998-01-18,Casado(a),0,Via Machado,Vila Da Luz,Abreu,PI,58385078,26
3755,963.054.271-43,Dra. Mariane Farias,Vigia parlamentar,1999-10-18,Solteiro(a),0,Loteamento Anna Liz Viana,Minas Caixa,da Mata Paulista,MS,32330497,24
3756,590.827.634-00,Cauê Costa,Boticário,2000-04-27,Divorsiado(a),0,Estação Guilherme Porto,Vila Bandeirantes,Araújo da Prata,SE,52017868,24
3757,870.452.693-74,Emanuel Castro,Engenheiro sanitarista,1984-06-09,Casado(a),0,Chácara Rebeca Freitas,Vila Bandeirantes,Pinto do Norte,PA,26496229,39
3758,285.749.361-46,Letícia Macedo,Funileiro,1999-01-04,Solteiro(a),0,Estrada de da Mata,Conjunto Bonsucesso,da Rosa,MA,75259773,25
3759,752.109.834-04,Thiago Cavalcanti,Engenheiro de ergonomia,1978-07-15,Divorsiado(a),0,Trevo de Azevedo,Bernadete,Pires,RO,84326-355,45
3760,236.549.871-09,Raquel Rocha,Analista de sistemas,2004-06-23,Divorsiado(a),0,Rodovia Ester da Paz,Centro,Costa de Nascimento,PI,14271-253,19
3761,217.964.085-49,Henry Jesus,Lutador de taekwondo,1993-05-10,Solteiro(a),0,Loteamento Heloísa Moura,Suzana,Macedo de Correia,AL,17155-260,31
3762,492.065.137-61,Srta. Ana Liz Martins,Engenheiro de telecomunicações,1964-08-23,Casado(a),0,Lago Peixoto,Jardim Atlântico,Camargo de Moreira,AL,65623-370,59
3763,105.936.782-30,Nathan Costela,Baixista,1962-12-28,Casado(a),0,Rodovia João Felipe da Mata,Vila Barragem Santa Lúcia,Macedo,RJ,97966-254,61
3764,960.485.372-47,Dr. José Pedro Borges,Lutador de luta livre,1974-11-25,Casado(a),0,Morro Anthony Gabriel Costela,Monsenhor Messias,Cavalcante dos Dourados,TO,28191-000,49
3765,482.095.173-41,Luan Costa,Costureira,1959-01-10,Divorsiado(a),0,Feira Gabriela Câmara,Marmiteiros,Almeida,RR,82030538,65
3766,301.547.629-70,Leonardo Cardoso,Coreógrafo,1986-08-09,Divorsiado(a),0,Vereda de Cavalcante,Copacabana,Gomes,MA,93659865,37
3767,571.430.962-61,Srta. Jade Pacheco,Profissional de efeitos especiais,1995-09-21,Casado(a),1,Quadra de Fonseca,Bom Jesus,Sales,AM,97885-510,28
3768,983.075.416-20,Aurora Monteiro,Encarregado de manutenção predial,1965-03-07,Divorsiado(a),0,Área Pimenta,Vila Da Luz,Gomes de Borges,MT,45123914,59
3769,210.657.483-53,Raquel Sampaio,Fisiculturista,1964-09-05,Solteiro(a),0,Quadra de Brito,São Pedro,Aragão,MG,11999-026,59
3770,830.621.947-31,Sra. Alícia Porto,Gagsman,1995-08-11,Casado(a),0,Colônia de Duarte,Minas Caixa,Mendonça,AP,81794-897,28
3771,086.291.475-20,Sr. Pedro Henrique Costa,Oftalmologista,1963-03-13,Divorsiado(a),0,Morro Abreu,Mangueiras,Siqueira,GO,23144-986,61
3772,409.216.357-61,Luna Cassiano,Corredor de atletismo,1968-02-12,Divorsiado(a),0,Vereda Raul Nascimento,Bela Vitoria,Martins do Sul,DF,14004564,56
3773,480.967.153-48,Sr. Enzo Vieira,Terapeuta Holístico,1972-09-28,Solteiro(a),0,Praia de Vargas,Varzea Da Palma,Dias Paulista,RJ,65073-911,51
3774,496.815.230-24,Alexandre Ramos,Modelo,1996-01-15,Casado(a),0,Trecho Cardoso,Santa Rosa,Rocha de Guerra,RS,09002-421,28
3775,546.702.819-76,Larissa Cavalcante,Profissional de cinema,1978-01-08,Casado(a),0,Pátio de Vargas,Vila Independencia 2ª Seção,Vasconcelos,PR,38658623,46
3776,631.295.704-70,Lavínia Cassiano,Historiador,1996-04-13,Casado(a),0,Chácara da Cunha,Marieta 2ª Seção,Almeida,PR,96207028,28
3777,324.150.897-88,Noah Castro,Webmaster,1992-01-12,Divorsiado(a),0,Colônia de Moraes,Dom Joaquim,Moraes das Flores,RS,48478-167,32
3778,215.047.698-30,Melina Souza,Lamboteiro,1960-07-28,Divorsiado(a),0,Lago de Ramos,Vila Santa Rosa,Aparecida,RR,20155-222,63
3779,037.896.412-78,Rafaela Albuquerque,Engenheiro de aquicultura,1980-11-15,Solteiro(a),0,Praça de Pimenta,Taquaril,Moraes,SE,01030627,43
3780,439.206.157-43,Aylla Camargo,Artista/Técnico em espetáculos de diversões,1968-05-02,Casado(a),0,Condomínio da Paz,Xodo-Marize,da Costa do Oeste,AM,47825-735,56
3781,462.075.891-49,Mariana Cassiano,Pizzaiolo,1969-12-20,Casado(a),0,Loteamento de Sales,Bacurau,Vasconcelos,RS,54183-317,54
3782,261.705.983-95,Letícia da Cunha,Crítico,1993-11-17,Solteiro(a),0,Núcleo de das Neves,Solar Do Barreiro,da Rosa Alegre,TO,84361995,30
3783,042.561.837-44,Lívia Pimenta,Modelista,1969-04-22,Casado(a),0,Aeroporto de Barbosa,Vila Cemig,Mendes,PI,99279248,55
3784,245.186.907-02,Valentim Silva,Vereador,1987-07-25,Solteiro(a),0,Praia Sampaio,Santa Isabel,Moraes,CE,36036-893,36
3785,789.241.603-03,Marcos Vinicius da Rocha,Guarda roupeiro,1969-05-30,Divorsiado(a),0,Alameda Silva,Madri,Silva,DF,66058-683,55
3786,512.049.687-30,João Guilherme Montenegro,Perito criminal,1976-09-11,Casado(a),0,Quadra Mendonça,Pedreira Padro Lopes,Leão de Duarte,MA,81914-704,47
3787,752.186.490-58,Sofia Caldeira,Engenheiro de minas,1997-11-22,Casado(a),0,Pátio Guilherme Ribeiro,Copacabana,Castro de Goiás,AC,31053-860,26
3788,901.872.564-11,Leandro Peixoto,Cartunista,1971-07-15,Divorsiado(a),0,Ladeira Clara Aparecida,Itaipu,Almeida,RN,82018-374,52
3789,809.436.215-42,Heloísa Sampaio,Revisor,2001-08-12,Divorsiado(a),0,Vale de Casa Grande,Centro,da Luz,RN,49368-281,22
3790,512.678.903-12,Dante Almeida,Técnico em radiologia,1975-11-30,Casado(a),0,Trecho Diogo Caldeira,Vila Engenho Nogueira,Freitas de Minas,RO,00956743,48
3791,178.369.254-55,Luísa da Costa,Violonista,1965-03-21,Solteiro(a),0,Campo Ramos,Califórnia,Vieira da Serra,CE,19707-881,59
3792,074.658.231-53,Yago Câmara,Nutricionista,1959-11-28,Casado(a),0,Trevo Francisco da Cunha,Ouro Minas,da Mota das Pedras,PR,83836951,64
3793,985.740.623-83,Sr. Caleb Oliveira,Porteiro,1982-11-03,Divorsiado(a),0,Residencial das Neves,Lagoinha,Marques,AL,04226399,41
3794,152.938.740-04,Ana Júlia Martins,Agente de defesa sanitária animal,1992-09-04,Divorsiado(a),0,Trecho de Ribeiro,Madre Gertrudes,Costa,MT,37048-767,31
3795,278.645.103-53,Oliver Gomes,Dermatologista,1977-09-15,Casado(a),0,Condomínio de Costa,Vila Maria,Alves do Amparo,AL,69593458,46
3796,932.584.701-97,Emilly Cardoso,Capoeirista,1969-08-30,Casado(a),0,Aeroporto de Novais,Ambrosina,Sousa,MS,96573-971,54
3797,950.267.814-11,Luísa da Conceição,Nutrologista,2001-01-31,Divorsiado(a),0,Ladeira de Farias,Vila Nova Paraíso,Moura,SC,40714-143,23
3798,567.419.830-66,Davi Miguel da Rosa,Mestre cervejeiro,1983-02-14,Solteiro(a),0,Distrito Cardoso,Itapoa,Câmara de Mendes,SE,42548410,41
3799,645.803.279-00,Lucas Gabriel Vargas,Cartazeiro,1991-11-16,Casado(a),0,Colônia de Pinto,Vila Paraíso,Mendonça de Farias,SE,68929547,32
3800,872.639.150-30,Léo da Paz,Prensista,1967-05-22,Casado(a),0,Distrito Theo Macedo,Aparecida,Câmara do Campo,MG,78633-374,57
3801,015.236.794-25,Pedro Henrique Mendonça,Engenheiro de controle e automação,1961-01-03,Casado(a),0,Lagoa Aparecida,Jardim Montanhês,Silva das Pedras,PA,83793806,63
3802,873.192.054-32,Heloisa Leão,Papiloscopista,1992-03-27,Casado(a),0,Residencial Caio Lima,Vila Ipiranga,Sales,PE,09804300,32
3803,486.132.570-62,Esther Freitas,Atleta de arremesso de peso,1974-05-11,Casado(a),0,Fazenda de Nogueira,Santa Rita,da Cunha,CE,64351-351,50
3804,924.637.805-92,Stephany Correia,Acupunturista,1987-05-10,Divorsiado(a),0,Avenida Novaes,São Bento,Ramos dos Dourados,PI,65735-797,37
3805,965.782.340-47,João Felipe Farias,Barbeiro,1958-12-01,Solteiro(a),0,Fazenda Ramos,Vila Nova Cachoeirinha 1ª Seção,Monteiro de Rezende,RR,44127-077,65
3806,427.193.058-04,Eloah Leão,Urbanista,1982-11-06,Solteiro(a),0,Área Luiza Almeida,Copacabana,Caldeira de Barbosa,PE,36789-703,41
3807,873.120.459-79,Dr. Renan Ribeiro,Armador,1988-02-25,Divorsiado(a),0,Esplanada de Alves,Ouro Preto,Castro,RS,75046-202,36
3808,142.769.503-25,Ana Vitória Aragão,Timoneiro,1975-03-04,Solteiro(a),0,Conjunto Mariane Ramos,Vila Petropolis,Costela,MS,88241-473,49
3809,526.013.948-89,Enzo Gabriel Vieira,Pescador,1959-09-23,Casado(a),0,Fazenda de Farias,Vila Piratininga Venda Nova,Barbosa Paulista,GO,73071485,64
3810,418.697.532-91,Luana Lopes,Torreiro/Torrista,2002-05-25,Solteiro(a),0,Área de Rezende,Vila Copasa,Lopes de Farias,CE,03950-862,22
3811,635.107.928-40,Ana Carolina Cunha,Consultor de radiestesia,1979-10-03,Casado(a),0,Favela Bianca Pastor,Capitão Eduardo,Teixeira do Oeste,PI,92010-396,44
3812,619.032.478-96,Aylla Alves,Repórter,1991-04-02,Casado(a),0,Viela Fogaça,João Alfredo,Albuquerque das Flores,MT,75079-815,33
3813,624.538.910-06,Lucas Gabriel Melo,Tecnólogo em negócios imobiliários,1989-09-09,Casado(a),0,Quadra de Brito,Vila Ipiranga,Aragão,ES,09477047,34
3814,901.375.284-50,Sra. Helena Rezende,Tosador,1972-05-13,Solteiro(a),0,Rodovia de Mendonça,Alta Tensão 1ª Seção,Guerra,MT,36363-438,52
3815,710.354.689-48,Dr. José Miguel Dias,Cientista,1964-08-12,Casado(a),0,Condomínio Rocha,São Geraldo,Nunes da Mata,TO,92548232,59
3816,958.326.401-60,Maria Helena Cavalcanti,Economista,1975-10-11,Divorsiado(a),0,Viaduto de Campos,São Bento,Fonseca do Oeste,PE,37923-376,48
3817,837.429.106-04,Dra. Ana Luiza da Cruz,Jornaleiro,1975-01-01,Solteiro(a),0,Vereda Theodoro Dias,Bonfim,das Neves da Mata,AC,81608127,49
3818,062.913.754-43,Kamilly Pacheco,Jogador de golfe,1990-12-30,Casado(a),0,Estrada Siqueira,Heliopolis,Teixeira,CE,38971-379,33
3819,840.539.216-51,Arthur Miguel Aparecida,Artista/Técnico em espetáculos de diversões,1982-02-25,Casado(a),0,Setor Lara Gomes,Cabana Do Pai Tomás,Barros das Pedras,SC,50275460,42
3820,750.832.146-44,Sra. Maria Helena Silveira,Paparazzo,2000-10-15,Divorsiado(a),0,Setor Casa Grande,Nossa Senhora De Fátima,da Costa de Teixeira,RS,46551-171,23
3821,281.653.794-37,Srta. Sabrina Pereira,Costureira,1982-10-09,Divorsiado(a),0,Trevo de Fernandes,Alto Caiçaras,Moraes da Praia,GO,30965-159,41
3822,381.927.504-50,Luara Leão,Assistente de direção,1981-07-04,Divorsiado(a),0,Praia de Fonseca,Conjunto Jardim Filadélfia,Fogaça,PB,81575610,42
3823,340.789.251-97,Ana Luiza Macedo,Taxista,2006-02-13,Solteiro(a),0,Pátio Gael Henrique Jesus,Conjunto Califórnia Ii,Freitas de da Rocha,AL,19052-663,18
3824,326.847.150-17,Yuri Lopes,Técnico em tratamento de água,1966-08-06,Divorsiado(a),0,Lagoa Azevedo,Beira Linha,Porto,AM,50209-525,57
3825,340.259.186-33,Ravy da Cunha,Capelão,1999-08-02,Solteiro(a),0,Viela Elisa Ribeiro,Madri,Siqueira da Mata,PR,43924085,24
3826,562.097.314-06,Luísa Nunes,Bedel,1959-04-15,Casado(a),0,Esplanada de da Rosa,Vitoria Da Conquista,Fernandes de Gonçalves,RS,19176780,65
3827,697.201.548-02,Antonella Nascimento,Desenhista,1986-06-04,Casado(a),0,Vereda Lívia Marques,Vila Das Oliveiras,das Neves,RR,27948-349,37
3828,307.612.859-03,Ravy Correia,Musicoterapeuta,1967-04-14,Divorsiado(a),0,Distrito Oliveira,Bacurau,da Conceição de Guerra,MT,62567314,57
3829,981.452.603-70,Anthony Gabriel Barros,Tecnólogo em rochas ornamentais,1962-03-12,Solteiro(a),0,Colônia de Gomes,Piraja,Albuquerque do Norte,AP,33466264,62
3830,329.508.461-06,Srta. Ana Júlia Castro,Contramestre em transporte marítimo,1989-09-18,Divorsiado(a),0,Passarela de Peixoto,Betânia,da Cunha,RN,72401-456,34
3831,845.137.920-60,Kevin Fernandes,Polidor de produção,1969-08-05,Divorsiado(a),0,Avenida Diogo das Neves,Santana Do Cafezal,Almeida,AP,39775956,54
3832,968.042.731-50,Laura Azevedo,Prático,1972-12-03,Solteiro(a),0,Núcleo João Peixoto,Barreiro,Costela,AM,99298-519,51
3833,134.692.078-87,Lucas Albuquerque,Salva-vidas,1998-09-01,Casado(a),0,Viela da Luz,Nova Floresta,Pacheco,AM,94107941,25
3834,485.160.792-01,Léo Mendes,Moldureiro,1986-04-06,Solteiro(a),0,Ladeira Abreu,Andiroba,Novais,RS,12353-755,38
3835,246.059.178-02,Gabriel Fogaça,Guarda ou policial rodoviário,1993-02-04,Solteiro(a),0,Viela Pires,Delta,da Conceição,SP,29148-876,31
3836,981.257.046-20,Sophie Aragão,Torreiro/Torrista,1958-06-13,Solteiro(a),0,Colônia de Garcia,Barreiro,Sá,RR,88495-141,65
3837,531.478.096-84,Marcelo Silva,Lamboteiro,2000-12-25,Divorsiado(a),0,Viaduto de Porto,Aarão Reis,da Cunha Grande,MS,80875023,23
3838,349.581.620-89,Calebe Borges,Pescador,2006-04-29,Divorsiado(a),0,Aeroporto de Ribeiro,Estrela Do Oriente,Barros,SC,79540-462,18
3839,639.541.708-84,Thiago Camargo,Marcador de luz,1965-04-30,Casado(a),0,Colônia Ramos,Caiçaras,Sá do Oeste,MG,40761-292,59
3840,943.071.685-93,Dr. Nicolas Leão,Cartunista,1972-02-24,Solteiro(a),0,Praça Camargo,Vila Inestan,Teixeira de Lopes,AL,64949222,52
3841,385.401.976-93,Sr. Apollo Câmara,Zootecnista,1981-11-09,Casado(a),0,Campo Hadassa Lopes,Vila Tirol,Rios Verde,GO,18667-783,42
3842,238.915.064-06,Lorenzo Alves,Economista,1975-01-14,Casado(a),0,Praia Nascimento,Primeiro De Maio,Aparecida,PE,71358-281,49
3843,951.068.247-02,Manuella Brito,Artista de circo,1968-02-24,Casado(a),0,Esplanada Leão,Coração Eucarístico,Aparecida,AL,66692-428,56
